"","UID","school","eduction_level","education_type","job_title","No_Year_Wor_Experience","YearsWork","work_location","tuition","Blockchain","Cloud_computing","Analytical_reasoning","Artificial_Intelligence","UX_design","Business_analysis","Affiliate_marketing","Sales","Scientific_computing","Video_production","Persuasion","Collaboration","Adaptability","Emotional_Intelligence","Microsoft_Office","Microsoft_Excel","Visual_Basic","Python","R","SQL","Java","Public_Speaking","Cert_Amazon_Web_Services_Essential_Training","Cert_Scrum_Basics","Cert_Time_Management_Fundamentals","Cert_Online_Marketing_Foundations","Cert_Project_Management_Foundations","Cert_Body_Language_for_Leaders","Cert_Excel_Essential_Training","Cert_AWS_Certified_Advanced_Networking","Cert_Programming_Foundations","Cert_Project_Management_Professional","Cert_Git_Essential_Training","Cert_Microsoft_Certified__Azure_Fundamentals","Cert_Developing_Executive_Presence","Cert_Online_Marketing_Foundations.1","Cert_Strategic_Thinking","Count","Mergecol","title","Location","numbersofjob","jobgrowth","salary","salarygrowth"
"74",74,"York University","Master's","Agriculture, agriculture operations and related Sciences","Actuary",1,"1 years","Alberta",74500,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,"Actuary Alberta","Actuary","Alberta",42300,8.2,55000,10.84
"75",75,"New Brunswick Bible Institute","Doctoral","Precision production","Facility Operation and Maintenance Manager",1,"1 years","British Columbia",79500,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,"Facility Operation and Maintenance Manager British Columbia","Facility Operation and Maintenance Manager","British Columbia",27100,7.32,59350,17
"76",76,"University of Western Ontario","Bachelor's","Military Science, leadership and operational art","Utilities Manager",9,"9 years","Newfoundland and Labrador",21000,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,"Utilities Manager Newfoundland and Labrador","Utilities Manager","Newfoundland and Labrador",31300,12.6,139150,17.88
"77",77,"University du Quybec à Rimouski (UQAR)","Doctoral","Liberal arts and sciences, general studies and humanities","Business Development Officer",10,"10 years","British Columbia",55000,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,"Business Development Officer British Columbia","Business Development Officer","British Columbia",96300,9.96,124750,17
"78",78,"Native Education College","Doctoral","Engineering","Transportation Manager",7,"7 years","Quebec",31500,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,"Transportation Manager Quebec","Transportation Manager","Quebec",88300,0.28,50650,-4.12
"79",79,"HEC Montryal","Doctoral","Business, management, marketing and related support services","Purchasing Manager",5,"5 years","Newfoundland and Labrador",73000,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,"Purchasing Manager Newfoundland and Labrador","Purchasing Manager","Newfoundland and Labrador",67900,5.56,69325,-3.24
"80",80,"University de Guelph, Campus d'Alfred","Associate","Philosophy and religious studies","Facility Operation and Maintenance Manager",3,"3 years","Prince Edward Island",61500,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,"Facility Operation and Maintenance Manager Prince Edward Island","Facility Operation and Maintenance Manager","Prince Edward Island",64700,10.84,130450,13.48
"81",81,"Niagara College","Bachelor's","Precision production","Psychologist",7,"7 years","Prince Edward Island",22500,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,"Psychologist Prince Edward Island","Psychologist","Prince Edward Island",76900,10.84,129250,18.76
"82",82,"Brescia University College","Doctoral","Communication, journalism and related programs","Accommodation Service Manager",6,"6 years","Yukon",30500,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,"Accommodation Service Manager Yukon","Accommodation Service Manager","Yukon",12300,19.64,82750,10.84
"83",83,"New Brunswick Bible Institute","Bachelor's","Psychology","Senior Government Official",8,"8 years","New Brunswick",56500,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,"Senior Government Official New Brunswick","Senior Government Official","New Brunswick",31500,12.6,57475,17
"84",84,"Cygep de Saint-Hyacinthe","Associate","Education","Database Analyst",7,"7 years","Nunavut",63500,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,"Database Analyst Nunavut","Database Analyst","Nunavut",67700,15.24,134650,15.24
"85",85,"Victoria University","Master's","Transportation and materials moving","Climatologists",7,"7 years","Nova Scotia",20500,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,"Climatologists Nova Scotia","Climatologists","Nova Scotia",28100,10.84,95725,16.12
"86",86,"Queen's University","Bachelor's","Precision production","Natural Resources Manager",8,"8 years","Northwest Territories",29000,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,"Natural Resources Manager Northwest Territories","Natural Resources Manager","Northwest Territories",4700,-0.6,137125,6.44
"87",87,"Queen's University","Master's","Natural resources and conservation","Senior Construction Manager",8,"8 years","British Columbia",50000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,"Senior Construction Manager British Columbia","Senior Construction Manager","British Columbia",40900,-5,64675,13.48
"88",88,"University of Alberta","Associate","Parks, recreation, leisure and fitness studies","Information Systems Analyst",5,"5 years","Ontario",46000,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,"Information Systems Analyst Ontario","Information Systems Analyst","Ontario",87700,6.44,115750,10.84
"89",89,"McMaster University","Master's","Architecture and related services","Pharmacist",6,"6 years","Ontario",35500,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,"Pharmacist Ontario","Pharmacist","Ontario",43100,0.28,130675,2.92
"90",90,"Simon Fraser University","Associate","Legal professions and studies","Economist",10,"10 years","New Brunswick",68500,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,"Economist New Brunswick","Economist","New Brunswick",46500,16.12,86125,-5
"91",91,"Niagara College","Master's","Personal and culinary services","Senior Service Manager",8,"8 years","New Brunswick",23000,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,"Senior Service Manager New Brunswick","Senior Service Manager","New Brunswick",88300,17.88,89275,2.04
"92",92,"Vancouver Island University","Master's","Multidisciplinary/interdisciplinary studies","Terminologist",8,"8 years","Newfoundland and Labrador",59000,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,"Terminologist Newfoundland and Labrador","Terminologist","Newfoundland and Labrador",39900,-4.12,111625,11.72
"93",93,"Native Education College","Associate","Architecture and related services","Insurance Manager",4,"4 years","New Brunswick",71500,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,"Insurance Manager New Brunswick","Insurance Manager","New Brunswick",83900,8.2,146650,5.56
"94",94,"Native Education College","Master's","Public administration and social service professions","Business Development Officer",4,"4 years","Manitoba",73000,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,"Business Development Officer Manitoba","Business Development Officer","Manitoba",42100,-2.36,128950,11.72
"95",95,"University of Western Ontario","Associate","Public administration and social service professions","Terminologist",2,"2 years","Yukon",28000,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,"Terminologist Yukon","Terminologist","Yukon",93900,11.72,46825,11.72
"96",96,"College of the New Caledonia","Bachelor's","Construction trades","Interpreters",1,"1 years","Alberta",35000,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,"Interpreters Alberta","Interpreters","Alberta",10500,18.76,59125,19.64
"97",97,"HEC Montryal","Doctoral","French language and literature/letters","Railway Traffic Controller",7,"7 years","Nunavut",39000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,"Railway Traffic Controller Nunavut","Railway Traffic Controller","Nunavut",16100,17,83350,9.08
"98",98,"New Brunswick Bible Institute","Master's","Science technologies/technicians","Educational Counsellor",8,"8 years","Yukon",35500,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,"Educational Counsellor Yukon","Educational Counsellor","Yukon",64300,19.64,97675,4.68
"99",99,"New Brunswick Bible Institute","Bachelor's","Personal and culinary services","Library Manager",4,"4 years","Ontario",66000,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,"Library Manager Ontario","Library Manager","Ontario",83700,14.36,149725,7.32
"100",100,"Ryerson University","Bachelor's","Engineering","Utilities Manager",6,"6 years","Newfoundland and Labrador",31000,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,"Utilities Manager Newfoundland and Labrador","Utilities Manager","Newfoundland and Labrador",31300,12.6,139150,17.88
"101",101,"Vancouver Island University","Associate","Social Sciences","Database Analyst",1,"1 years","British Columbia",40500,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,"Database Analyst British Columbia","Database Analyst","British Columbia",13300,5.56,49825,-2.36
"102",102,"Niagara College","Master's","Engineering","Library and Public Archive Technician",7,"7 years","Newfoundland and Labrador",28000,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,"Library and Public Archive Technician Newfoundland and Labrador","Library and Public Archive Technician","Newfoundland and Labrador",79500,9.08,135175,-0.6
"103",103,"Concordia University","Doctoral","Personal and culinary services","Senior Service Manager",9,"9 years","British Columbia",49500,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,"Senior Service Manager British Columbia","Senior Service Manager","British Columbia",77900,9.08,49825,10.84
"104",104,"New Brunswick Bible Institute","Doctoral","Education","Purchasing Manager",10,"10 years","Alberta",56000,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,"Purchasing Manager Alberta","Purchasing Manager","Alberta",72300,16.12,59200,3.8
"105",105,"University de Sherbrooke","Associate","Architecture and related services","Financial Sales Representative",2,"2 years","Saskatchewan",73000,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,"Financial Sales Representative Saskatchewan","Financial Sales Representative","Saskatchewan",97500,17,85825,17.88
"106",106,"Huron University College","Associate","Parks, recreation, leisure and fitness studies","Marine Traffic Regulators",4,"4 years","British Columbia",33500,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,"Marine Traffic Regulators British Columbia","Marine Traffic Regulators","British Columbia",39100,-3.24,146650,-3.24
"107",107,"Carleton University","Master's","Dental, medical and veterinary residency programs","Insurance Agent",3,"3 years","Newfoundland and Labrador",59500,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,"Insurance Agent Newfoundland and Labrador","Insurance Agent","Newfoundland and Labrador",68900,14.36,127300,-5
"108",108,"Carleton University","Associate","Philosophy and religious studies","Statistician",5,"5 years","Alberta",30000,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,"Statistician Alberta","Statistician","Alberta",48100,4.68,51025,-4.12
"109",109,"Native Education College","Bachelor's","Communications technologies/technicians and support services","Senior Communication Manager",1,"1 years","New Brunswick",73500,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,"Senior Communication Manager New Brunswick","Senior Communication Manager","New Brunswick",37700,13.48,48250,-5
"110",110,"University of Waterloo","Associate","Multidisciplinary/interdisciplinary studies","Educational Counsellor",8,"8 years","Northwest Territories",22500,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,"Educational Counsellor Northwest Territories","Educational Counsellor","Northwest Territories",20900,3.8,79375,12.6
"111",111,"Cygep de Saint-Laurent","Doctoral","Construction trades","Dietitian",3,"3 years","New Brunswick",33000,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,"Dietitian New Brunswick","Dietitian","New Brunswick",16700,6.44,102025,6.44
"112",112,"University of Western Ontario","Master's","Science technologies/technicians","Mathematician",5,"5 years","Nova Scotia",47000,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,"Mathematician Nova Scotia","Mathematician","Nova Scotia",84100,-2.36,40000,0.28
"113",113,"Brock University","Master's","Philosophy and religious studies","Business Development Officer",3,"3 years","Quebec",39500,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,"Business Development Officer Quebec","Business Development Officer","Quebec",45500,8.2,124225,1.16
"114",114,"University of Alberta","Associate","Precision production","Database Analyst",2,"2 years","Yukon",41000,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,"Database Analyst Yukon","Database Analyst","Yukon",36900,2.04,129325,17
"115",115,"Cygep de la Gaspysie et des Îles","Doctoral","Engineering technologies and engineering-related fields","Marketing Manager",1,"1 years","Saskatchewan",54000,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,"Marketing Manager Saskatchewan","Marketing Manager","Saskatchewan",25100,2.92,119800,19.64
"116",116,"Victoria University","Doctoral","Theology and religious vocations","Translator",6,"6 years","Nova Scotia",80000,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,"Translator Nova Scotia","Translator","Nova Scotia",62900,6.44,85075,6.44
"117",117,"University of Windsor","Doctoral","Personal and culinary services","Data Administrator",4,"4 years","Saskatchewan",70000,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,"Data Administrator Saskatchewan","Data Administrator","Saskatchewan",30500,16.12,60250,17.88
"118",118,"Brescia University College","Doctoral","Science technologies/technicians","Library Manager",8,"8 years","British Columbia",35000,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,"Library Manager British Columbia","Library Manager","British Columbia",44500,13.48,78625,5.56
"119",119,"Cygep de Saint-Laurent","Doctoral","Area, ethnic, cultural, gender, and group studies","Corporate Sales Manager",4,"4 years","Northwest Territories",34500,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,"Corporate Sales Manager Northwest Territories","Corporate Sales Manager","Northwest Territories",24300,0.28,43300,3.8
"120",120,"McMaster University","Bachelor's","Science technologies/technicians","Accommodation Service Manager",4,"4 years","Quebec",78500,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,"Accommodation Service Manager Quebec","Accommodation Service Manager","Quebec",89100,16.12,145075,-5
"121",121,"University of Guelph","Bachelor's","Family and consumer Sciences","Program Administration Manager",3,"3 years","Manitoba",53500,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,"Program Administration Manager Manitoba","Program Administration Manager","Manitoba",19700,17.88,106375,1.16
"122",122,"University of Western Ontario","Doctoral","History","Medical Radiation Technologist",2,"2 years","Quebec",23500,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,"Medical Radiation Technologist Quebec","Medical Radiation Technologist","Quebec",20300,2.92,64825,1.16
"123",123,"Cygep de la Gaspysie et des Îles","Doctoral","Theology and religious vocations","Pharmacist",9,"9 years","Prince Edward Island",53500,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,"Pharmacist Prince Edward Island","Pharmacist","Prince Edward Island",92300,17,129250,8.2
"124",124,"York University","Master's","Transportation and materials moving","Senior Government Official",7,"7 years","Yukon",71500,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,"Senior Government Official Yukon","Senior Government Official","Yukon",62300,1.16,82375,3.8
"125",125,"Carleton University","Master's","Visual and performing arts","Financial Sales Representative",1,"1 years","Quebec",41500,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,"Financial Sales Representative Quebec","Financial Sales Representative","Quebec",96900,9.96,63400,9.96
"126",126,"Vancouver Institute of Media Arts","Bachelor's","Natural resources and conservation","Marketing researcher",1,"1 years","Alberta",29500,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,"Marketing researcher Alberta","Marketing researcher","Alberta",6900,6.44,146650,3.8
"127",127,"Queen's University","Doctoral","Psychology","Electrical Engineer",9,"9 years","Yukon",55000,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,"Electrical Engineer Yukon","Electrical Engineer","Yukon",31100,9.96,70150,3.8
"128",128,"University of Guelph","Associate","Engineering","Economic Policy Researcher",1,"1 years","Prince Edward Island",39500,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,"Economic Policy Researcher Prince Edward Island","Economic Policy Researcher","Prince Edward Island",19900,6.44,124525,14.36
"129",129,"University of Waterloo","Associate","Engineering","Marketing researcher",8,"8 years","Alberta",24500,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,"Marketing researcher Alberta","Marketing researcher","Alberta",6900,6.44,146650,3.8
"130",130,"College of the New Caledonia","Doctoral","Computer and information Sciences and support services","Marketing researcher",2,"2 years","Nova Scotia",41500,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,"Marketing researcher Nova Scotia","Marketing researcher","Nova Scotia",75100,-2.36,41875,-2.36
"131",131,"Native Education College","Bachelor's","Social Sciences","Community Manager",8,"8 years","Nunavut",23500,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,"Community Manager Nunavut","Community Manager","Nunavut",37700,0.28,50500,18.76
"132",132,"Cygep de Saint-Laurent","Doctoral","Architecture and related services","Information Systems Analyst",8,"8 years","Saskatchewan",20500,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,"Information Systems Analyst Saskatchewan","Information Systems Analyst","Saskatchewan",35300,-4.12,87775,7.32
"133",133,"Cygep de la Gaspysie et des Îles","Associate","Aboriginal and foreign languages, literatures and linguistics","Database Analyst",6,"6 years","Saskatchewan",55500,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,"Database Analyst Saskatchewan","Database Analyst","Saskatchewan",92500,16.12,148750,18.76
"134",134,"Carleton University","Associate","Architecture and related services","Library and Public Archive Technician",10,"10 years","Yukon",31000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,"Library and Public Archive Technician Yukon","Library and Public Archive Technician","Yukon",76900,-4.12,82300,5.56
"135",135,"Simon Fraser University","Bachelor's","Liberal arts and sciences, general studies and humanities","Insurance Manager",1,"1 years","Manitoba",27500,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,"Insurance Manager Manitoba","Insurance Manager","Manitoba",14900,2.04,108700,4.68
"136",136,"University of Windsor","Bachelor's","Personal and culinary services","Manufacturing Manager",7,"7 years","Northwest Territories",69500,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,"Manufacturing Manager Northwest Territories","Manufacturing Manager","Northwest Territories",63900,18.76,48775,-5
"137",137,"Vancouver Island University","Master's","Mechanic and repair technologies/technicians","Employment Counsellor",10,"10 years","Newfoundland and Labrador",52500,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,"Employment Counsellor Newfoundland and Labrador","Employment Counsellor","Newfoundland and Labrador",38500,7.32,111700,9.96
"138",138,"University of Waterloo","Bachelor's","Area, ethnic, cultural, gender, and group studies","Accommodation Service Manager",6,"6 years","Ontario",28500,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,"Accommodation Service Manager Ontario","Accommodation Service Manager","Ontario",61700,8.2,105850,19.64
"139",139,"New Brunswick Bible Institute","Associate","Psychology","Manufacturing Manager",1,"1 years","Yukon",44000,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,"Manufacturing Manager Yukon","Manufacturing Manager","Yukon",66300,-1.48,133825,-0.6
"140",140,"Vancouver Institute of Media Arts","Doctoral","History","Home Building and Renovation Manager",3,"3 years","Ontario",31500,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,"Home Building and Renovation Manager Ontario","Home Building and Renovation Manager","Ontario",96900,8.2,110725,9.96
