,UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count,numbersofjob,jobgrowth,salary,salarygrowth
92,92,Vancouver Island University,Master's,Multidisciplinary/interdisciplinary studies,Terminologist,8,8 years,Newfoundland and Labrador,59000,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,39900,-4.12,111625,111625
93,93,Native Education College,Associate,Architecture and related services,Insurance Manager,4,4 years,New Brunswick,71500,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,83900,8.2,146650,146650
94,94,Native Education College,Master's,Public administration and social service professions,Business Development Officer,4,4 years,Manitoba,73000,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,42100,-2.36,128950,128950
95,95,University of Western Ontario,Associate,Public administration and social service professions,Terminologist,2,2 years,Yukon,28000,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,93900,11.72,46825,46825
96,96,College of the New Caledonia,Bachelor's,Construction trades,Interpreters,1,1 years,Alberta,35000,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,10500,18.76,59125,59125
97,97,HEC Montryal,Doctoral,French language and literature/letters,Railway Traffic Controller,7,7 years,Nunavut,39000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,16100,17,83350,83350
98,98,New Brunswick Bible Institute,Master's,Science technologies/technicians,Educational Counsellor,8,8 years,Yukon,35500,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,64300,19.64,97675,97675
99,99,New Brunswick Bible Institute,Bachelor's,Personal and culinary services,Library Manager,4,4 years,Ontario,66000,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,83700,14.36,149725,149725
100,100,Ryerson University,Bachelor's,Engineering,Utilities Manager,6,6 years,Newfoundland and Labrador,31000,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,31300,12.6,139150,139150
101,101,Vancouver Island University,Associate,Social Sciences,Database Analyst,1,1 years,British Columbia,40500,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,13300,5.56,49825,49825
102,102,Niagara College,Master's,Engineering,Library and Public Archive Technician,7,7 years,Newfoundland and Labrador,28000,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,79500,9.08,135175,135175
103,103,Concordia University,Doctoral,Personal and culinary services,Senior Service Manager,9,9 years,British Columbia,49500,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,77900,9.08,49825,49825
104,104,New Brunswick Bible Institute,Doctoral,Education,Purchasing Manager,10,10 years,Alberta,56000,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,72300,16.12,59200,59200
105,105,University de Sherbrooke,Associate,Architecture and related services,Financial Sales Representative,2,2 years,Saskatchewan,73000,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,97500,17,85825,85825
106,106,Huron University College,Associate,"Parks, recreation, leisure and fitness studies",Marine Traffic Regulators,4,4 years,British Columbia,33500,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,39100,-3.24,146650,146650
107,107,Carleton University,Master's,"Dental, medical and veterinary residency programs",Insurance Agent,3,3 years,Newfoundland and Labrador,59500,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,68900,14.36,127300,127300
108,108,Carleton University,Associate,Philosophy and religious studies,Statistician,5,5 years,Alberta,30000,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,48100,4.68,51025,51025
109,109,Native Education College,Bachelor's,Communications technologies/technicians and support services,Senior Communication Manager,1,1 years,New Brunswick,73500,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,37700,13.48,48250,48250
110,110,University of Waterloo,Associate,Multidisciplinary/interdisciplinary studies,Educational Counsellor,8,8 years,Northwest Territories,22500,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,20900,3.8,79375,79375
111,111,Cygep de Saint-Laurent,Doctoral,Construction trades,Dietitian,3,3 years,New Brunswick,33000,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,16700,6.44,102025,102025
112,112,University of Western Ontario,Master's,Science technologies/technicians,Mathematician,5,5 years,Nova Scotia,47000,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,84100,-2.36,40000,40000
113,113,Brock University,Master's,Philosophy and religious studies,Business Development Officer,3,3 years,Quebec,39500,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,45500,8.2,124225,124225
114,114,University of Alberta,Associate,Precision production,Database Analyst,2,2 years,Yukon,41000,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,36900,2.04,129325,129325
115,115,Cygep de la Gaspysie et des Îles,Doctoral,Engineering technologies and engineering-related fields,Marketing Manager,1,1 years,Saskatchewan,54000,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,25100,2.92,119800,119800
116,116,Victoria University,Doctoral,Theology and religious vocations,Translator,6,6 years,Nova Scotia,80000,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,62900,6.44,85075,85075
117,117,University of Windsor,Doctoral,Personal and culinary services,Data Administrator,4,4 years,Saskatchewan,70000,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,30500,16.12,60250,60250
118,118,Brescia University College,Doctoral,Science technologies/technicians,Library Manager,8,8 years,British Columbia,35000,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,44500,13.48,78625,78625
119,119,Cygep de Saint-Laurent,Doctoral,"Area, ethnic, cultural, gender, and group studies",Corporate Sales Manager,4,4 years,Northwest Territories,34500,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,24300,0.28,43300,43300
120,120,McMaster University,Bachelor's,Science technologies/technicians,Accommodation Service Manager,4,4 years,Quebec,78500,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,89100,16.12,145075,145075
121,121,University of Guelph,Bachelor's,Family and consumer Sciences,Program Administration Manager,3,3 years,Manitoba,53500,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,19700,17.88,106375,106375
122,122,University of Western Ontario,Doctoral,History,Medical Radiation Technologist,2,2 years,Quebec,23500,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,20300,2.92,64825,64825
123,123,Cygep de la Gaspysie et des Îles,Doctoral,Theology and religious vocations,Pharmacist,9,9 years,Prince Edward Island,53500,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,92300,17,129250,129250
124,124,York University,Master's,Transportation and materials moving,Senior Government Official,7,7 years,Yukon,71500,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,62300,1.16,82375,82375
125,125,Carleton University,Master's,Visual and performing arts,Financial Sales Representative,1,1 years,Quebec,41500,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,96900,9.96,63400,63400
126,126,Vancouver Institute of Media Arts,Bachelor's,Natural resources and conservation,Marketing researcher,1,1 years,Alberta,29500,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,6900,6.44,146650,146650
127,127,Queen's University,Doctoral,Psychology,Electrical Engineer,9,9 years,Yukon,55000,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,31100,9.96,70150,70150
128,128,University of Guelph,Associate,Engineering,Economic Policy Researcher,1,1 years,Prince Edward Island,39500,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,19900,6.44,124525,124525
129,129,University of Waterloo,Associate,Engineering,Marketing researcher,8,8 years,Alberta,24500,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,6900,6.44,146650,146650
130,130,College of the New Caledonia,Doctoral,Computer and information Sciences and support services,Marketing researcher,2,2 years,Nova Scotia,41500,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,75100,-2.36,41875,41875
131,131,Native Education College,Bachelor's,Social Sciences,Community Manager,8,8 years,Nunavut,23500,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,37700,0.28,50500,50500
132,132,Cygep de Saint-Laurent,Doctoral,Architecture and related services,Information Systems Analyst,8,8 years,Saskatchewan,20500,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,35300,-4.12,87775,87775
133,133,Cygep de la Gaspysie et des Îles,Associate,"Aboriginal and foreign languages, literatures and linguistics",Database Analyst,6,6 years,Saskatchewan,55500,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,92500,16.12,148750,148750
134,134,Carleton University,Associate,Architecture and related services,Library and Public Archive Technician,10,10 years,Yukon,31000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,76900,-4.12,82300,82300
135,135,Simon Fraser University,Bachelor's,"Liberal arts and sciences, general studies and humanities",Insurance Manager,1,1 years,Manitoba,27500,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,14900,2.04,108700,108700
136,136,University of Windsor,Bachelor's,Personal and culinary services,Manufacturing Manager,7,7 years,Northwest Territories,69500,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,63900,18.76,48775,48775
137,137,Vancouver Island University,Master's,Mechanic and repair technologies/technicians,Employment Counsellor,10,10 years,Newfoundland and Labrador,52500,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,38500,7.32,111700,111700
138,138,University of Waterloo,Bachelor's,"Area, ethnic, cultural, gender, and group studies",Accommodation Service Manager,6,6 years,Ontario,28500,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,61700,8.2,105850,105850
139,139,New Brunswick Bible Institute,Associate,Psychology,Manufacturing Manager,1,1 years,Yukon,44000,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,66300,-1.48,133825,133825
140,140,Vancouver Institute of Media Arts,Doctoral,History,Home Building and Renovation Manager,3,3 years,Ontario,31500,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,96900,8.2,110725,110725
141,141,University of Guelph,Associate,"Parks, recreation, leisure and fitness studies",Postal and Courier Services Manager,3,3 years,Prince Edward Island,43000,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,19900,10.84,81250,81250
142,142,University of Alberta,Associate,Visual and performing arts,Natural Resources Manager,4,4 years,New Brunswick,22000,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,22300,19.64,136675,136675
143,143,Queen's University,Master's,Multidisciplinary/interdisciplinary studies,Civil Engineer,1,1 years,Nunavut,34000,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,45500,15.24,122950,122950
144,144,University of Guelph,Associate,English language and literature/letters,Human Resources Manager,3,3 years,Ontario,57000,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,59100,1.16,110500,110500
145,145,University of Windsor,Doctoral,Mathematics and statistics,Marketing researcher,7,7 years,Saskatchewan,70000,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,41100,-2.36,106300,106300
146,146,Wilfrid Laurier University,Doctoral,Multidisciplinary/interdisciplinary studies,Accommodation Service Manager,9,9 years,Saskatchewan,40500,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,61100,13.48,59725,59725
147,147,University of Windsor,Master's,Transportation and materials moving,Marketing researcher,1,1 years,Nova Scotia,44000,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,75100,-2.36,41875,41875
148,148,Simon Fraser University,Master's,Mechanic and repair technologies/technicians,Publiching Manager,9,9 years,Newfoundland and Labrador,77000,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,15900,18.76,49600,49600
149,149,Vancouver Island University,Master's,Physical Sciences,Oceanographers,2,2 years,Manitoba,62500,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,39700,17.88,44800,44800
150,150,New Brunswick Bible Institute,Doctoral,Psychology,Information Systems Analyst,4,4 years,Newfoundland and Labrador,31500,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,75500,7.32,60850,60850
151,151,University of Toronto,Associate,"Aboriginal and foreign languages, literatures and linguistics",Interpreters,6,6 years,Yukon,41500,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,71100,-5,127525,127525
152,152,Queen's University,Doctoral,"Area, ethnic, cultural, gender, and group studies",Database Analyst,6,6 years,New Brunswick,24500,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,46100,-2.36,121075,121075
153,153,University of Alberta,Master's,History,Telecommunication Manager,5,5 years,Alberta,77000,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,40700,10.84,86275,86275
154,154,Vancouver Institute of Media Arts,Associate,"Area, ethnic, cultural, gender, and group studies",Construction Manager,8,8 years,Nunavut,23500,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,64900,9.08,47725,47725
155,155,Ryerson University,Doctoral,Computer and information Sciences and support services,Film and Video Camera Operator,1,1 years,Alberta,46500,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,75100,-2.36,84925,84925
156,156,Dalhousie University,Master's,Transportation and materials moving,Restaurant and Food Service Manager,1,1 years,New Brunswick,40500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,14500,11.72,66625,66625
157,157,Brescia University College,Doctoral,Science technologies/technicians,Geoscientist,7,7 years,Nova Scotia,23500,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,22700,-4.12,80050,80050
158,158,HEC Montryal,Doctoral,Public administration and social service professions,Railway Traffic Controller,10,10 years,Yukon,62500,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,3700,16.12,84250,84250
159,159,Native Education College,Associate,French language and literature/letters,Restaurant and Food Service Manager,6,6 years,Yukon,58000,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,15100,3.8,126250,126250
160,160,Simon Fraser University,Bachelor's,Social Sciences,Database Analyst,5,5 years,Newfoundland and Labrador,46000,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,80900,-3.24,61750,61750
161,161,McMaster University,Doctoral,Science technologies/technicians,Insurance Manager,5,5 years,Newfoundland and Labrador,60500,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,40700,17,121750,121750
162,162,Vancouver Island University,Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Business Development Officer,6,6 years,Northwest Territories,79500,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,43700,-2.36,106750,106750
163,163,Brock University,Doctoral,Health professions and related programs,Purchasing Manager,8,8 years,Nova Scotia,21500,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,95900,-0.6,95800,95800
164,164,Cygep de la Gaspysie et des Îles,Associate,Personal and culinary services,Electrical Engineer,8,8 years,Quebec,72000,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,32700,9.96,121375,121375
165,165,Vancouver Institute of Media Arts,Bachelor's,Military technologies and applied Sciences,Postal and Courier Services Manager,7,7 years,Nova Scotia,73000,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,79900,-4.12,68125,68125
166,166,University of Toronto,Associate,Psychology,Construction Manager,1,1 years,Newfoundland and Labrador,74500,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,39700,14.36,96025,96025
167,167,Vancouver Institute of Media Arts,Bachelor's,Military technologies and applied Sciences,Human Resources Manager,4,4 years,Northwest Territories,60000,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,60100,17.88,40450,40450
168,168,University of Waterloo,Master's,English language and literature/letters,Database Analyst,3,3 years,Yukon,28000,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,36900,2.04,129325,129325
169,169,University de Sherbrooke,Master's,Science technologies/technicians,Statistician,2,2 years,Nunavut,56000,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,9300,13.48,42025,42025
170,170,Carleton University,Associate,"Liberal arts and sciences, general studies and humanities",Medical Radiation Technologist,2,2 years,Saskatchewan,45000,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,43700,0.28,45550,45550
171,171,New Brunswick Bible Institute,Master's,Visual and performing arts,Real Estate Agent,9,9 years,British Columbia,75500,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,40300,16.12,105925,105925
172,172,University of Alberta,Associate,Computer and information Sciences and support services,Publiching Manager,6,6 years,British Columbia,65500,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,23300,6.44,78175,78175
173,173,Dalhousie University,Doctoral,"Business, management, marketing and related support services",Economic Policy Researcher,10,10 years,Northwest Territories,32000,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,73500,3.8,55900,55900
174,174,Concordia University,Master's,Education,Restaurant and Food Service Manager,9,9 years,Yukon,41500,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,15100,3.8,126250,126250
175,175,Huron University College,Master's,Philosophy and religious studies,Economic Policy Researcher,5,5 years,Prince Edward Island,31000,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,19900,6.44,124525,124525
176,176,Victoria University,Doctoral,"Military Science, leadership and operational art",Financial Sales Representative,5,5 years,Newfoundland and Labrador,76500,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,44100,-1.48,69025,69025
177,177,New Brunswick Bible Institute,Doctoral,Social Sciences,Senior Communication Manager,7,7 years,Newfoundland and Labrador,78500,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,45700,9.96,57625,57625
178,178,University of Alberta,Master's,"Business, management, marketing and related support services",Corporate Sales Manager,4,4 years,Nunavut,78000,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,65300,15.24,132925,132925
179,179,Carleton University,Master's,Library Science,Dietitian,8,8 years,Ontario,63500,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,5900,13.48,132025,132025
180,180,Vancouver Island University,Associate,Psychology,Terminologist,8,8 years,Newfoundland and Labrador,71000,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,39900,-4.12,111625,111625
181,181,Brock University,Doctoral,Education,Senior Communication Manager,4,4 years,Nunavut,65000,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,58100,15.24,130825,130825
182,182,New Brunswick Bible Institute,Bachelor's,"Agriculture, agriculture operations and related Sciences",Mechanical Engineer,4,4 years,Nunavut,30500,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,11900,11.72,68575,68575
183,183,University of Windsor,Doctoral,Security and protective services,Mathematician,8,8 years,Prince Edward Island,63000,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,51900,-1.48,132700,132700
184,184,Cygep de Saint-Hyacinthe,Master's,"Aboriginal and foreign languages, literatures and linguistics",Library and Public Archive Technician,6,6 years,Ontario,21500,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,95100,6.44,64225,64225
185,185,University of Waterloo,Associate,Legal professions and studies,Retail and Wholesale Trade Manager,7,7 years,Alberta,48500,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,16900,17.88,146125,146125
