UID,school,eduction_level,education_type,job_title,No_Year_Wor_Experience,YearsWork,work_location,tuition,Blockchain,Cloud_computing,Analytical_reasoning,Artificial_Intelligence,UX_design,Business_analysis,Affiliate_marketing,Sales,Scientific_computing,Video_production,Persuasion,Collaboration,Adaptability,Emotional_Intelligence,Microsoft_Office,Microsoft_Excel,Visual_Basic,Python,R,SQL,Java,Public_Speaking,Cert_Amazon_Web_Services_Essential_Training,Cert_Scrum_Basics,Cert_Time_Management_Fundamentals,Cert_Online_Marketing_Foundations,Cert_Project_Management_Foundations,Cert_Body_Language_for_Leaders,Cert_Excel_Essential_Training,Cert_AWS_Certified_Advanced_Networking,Cert_Programming_Foundations,Cert_Project_Management_Professional,Cert_Git_Essential_Training,Cert_Microsoft_Certified__Azure_Fundamentals,Cert_Developing_Executive_Presence,Cert_Online_Marketing_Foundations.1,Cert_Strategic_Thinking,Count
103,Concordia University,Doctoral,Personal and culinary services,Senior Service Manager,9,9 years,British Columbia,49500,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1
104,New Brunswick Bible Institute,Doctoral,Education,Purchasing Manager,10,10 years,Alberta,56000,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
105,University de Sherbrooke,Associate,Architecture and related services,Financial Sales Representative,2,2 years,Saskatchewan,73000,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1
106,Huron University College,Associate,"Parks, recreation, leisure and fitness studies",Marine Traffic Regulators,4,4 years,British Columbia,33500,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
107,Carleton University,Master's,"Dental, medical and veterinary residency programs",Insurance Agent,3,3 years,Newfoundland and Labrador,59500,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
108,Carleton University,Associate,Philosophy and religious studies,Statistician,5,5 years,Alberta,30000,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1
109,Native Education College,Bachelor's,Communications technologies/technicians and support services,Senior Communication Manager,1,1 years,New Brunswick,73500,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1
110,University of Waterloo,Associate,Multidisciplinary/interdisciplinary studies,Educational Counsellor,8,8 years,Northwest Territories,22500,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1
111,Cygep de Saint-Laurent,Doctoral,Construction trades,Dietitian,3,3 years,New Brunswick,33000,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1
112,University of Western Ontario,Master's,Science technologies/technicians,Mathematician,5,5 years,Nova Scotia,47000,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1
113,Brock University,Master's,Philosophy and religious studies,Business Development Officer,3,3 years,Quebec,39500,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1
114,University of Alberta,Associate,Precision production,Database Analyst,2,2 years,Yukon,41000,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1
115,Cygep de la Gaspysie et des Îles,Doctoral,Engineering technologies and engineering-related fields,Marketing Manager,1,1 years,Saskatchewan,54000,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
116,Victoria University,Doctoral,Theology and religious vocations,Translator,6,6 years,Nova Scotia,80000,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
117,University of Windsor,Doctoral,Personal and culinary services,Data Administrator,4,4 years,Saskatchewan,70000,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
118,Brescia University College,Doctoral,Science technologies/technicians,Library Manager,8,8 years,British Columbia,35000,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1
119,Cygep de Saint-Laurent,Doctoral,"Area, ethnic, cultural, gender, and group studies",Corporate Sales Manager,4,4 years,Northwest Territories,34500,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1
120,McMaster University,Bachelor's,Science technologies/technicians,Accommodation Service Manager,4,4 years,Quebec,78500,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
121,University of Guelph,Bachelor's,Family and consumer Sciences,Program Administration Manager,3,3 years,Manitoba,53500,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1
122,University of Western Ontario,Doctoral,History,Medical Radiation Technologist,2,2 years,Quebec,23500,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
123,Cygep de la Gaspysie et des Îles,Doctoral,Theology and religious vocations,Pharmacist,9,9 years,Prince Edward Island,53500,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1
124,York University,Master's,Transportation and materials moving,Senior Government Official,7,7 years,Yukon,71500,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1
125,Carleton University,Master's,Visual and performing arts,Financial Sales Representative,1,1 years,Quebec,41500,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
126,Vancouver Institute of Media Arts,Bachelor's,Natural resources and conservation,Marketing researcher,1,1 years,Alberta,29500,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
127,Queen's University,Doctoral,Psychology,Electrical Engineer,9,9 years,Yukon,55000,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1
128,University of Guelph,Associate,Engineering,Economic Policy Researcher,1,1 years,Prince Edward Island,39500,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
129,University of Waterloo,Associate,Engineering,Marketing researcher,8,8 years,Alberta,24500,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1
130,College of the New Caledonia,Doctoral,Computer and information Sciences and support services,Marketing researcher,2,2 years,Nova Scotia,41500,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1
131,Native Education College,Bachelor's,Social Sciences,Community Manager,8,8 years,Nunavut,23500,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1
132,Cygep de Saint-Laurent,Doctoral,Architecture and related services,Information Systems Analyst,8,8 years,Saskatchewan,20500,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
133,Cygep de la Gaspysie et des Îles,Associate,"Aboriginal and foreign languages, literatures and linguistics",Database Analyst,6,6 years,Saskatchewan,55500,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1
134,Carleton University,Associate,Architecture and related services,Library and Public Archive Technician,10,10 years,Yukon,31000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1
135,Simon Fraser University,Bachelor's,"Liberal arts and sciences, general studies and humanities",Insurance Manager,1,1 years,Manitoba,27500,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
136,University of Windsor,Bachelor's,Personal and culinary services,Manufacturing Manager,7,7 years,Northwest Territories,69500,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
137,Vancouver Island University,Master's,Mechanic and repair technologies/technicians,Employment Counsellor,10,10 years,Newfoundland and Labrador,52500,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1
138,University of Waterloo,Bachelor's,"Area, ethnic, cultural, gender, and group studies",Accommodation Service Manager,6,6 years,Ontario,28500,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
139,New Brunswick Bible Institute,Associate,Psychology,Manufacturing Manager,1,1 years,Yukon,44000,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1
140,Vancouver Institute of Media Arts,Doctoral,History,Home Building and Renovation Manager,3,3 years,Ontario,31500,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1
141,University of Guelph,Associate,"Parks, recreation, leisure and fitness studies",Postal and Courier Services Manager,3,3 years,Prince Edward Island,43000,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1
142,University of Alberta,Associate,Visual and performing arts,Natural Resources Manager,4,4 years,New Brunswick,22000,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1
143,Queen's University,Master's,Multidisciplinary/interdisciplinary studies,Civil Engineer,1,1 years,Nunavut,34000,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
144,University of Guelph,Associate,English language and literature/letters,Human Resources Manager,3,3 years,Ontario,57000,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
145,University of Windsor,Doctoral,Mathematics and statistics,Marketing researcher,7,7 years,Saskatchewan,70000,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
146,Wilfrid Laurier University,Doctoral,Multidisciplinary/interdisciplinary studies,Accommodation Service Manager,9,9 years,Saskatchewan,40500,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1
147,University of Windsor,Master's,Transportation and materials moving,Marketing researcher,1,1 years,Nova Scotia,44000,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
148,Simon Fraser University,Master's,Mechanic and repair technologies/technicians,Publiching Manager,9,9 years,Newfoundland and Labrador,77000,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
149,Vancouver Island University,Master's,Physical Sciences,Oceanographers,2,2 years,Manitoba,62500,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1
150,New Brunswick Bible Institute,Doctoral,Psychology,Information Systems Analyst,4,4 years,Newfoundland and Labrador,31500,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1
151,University of Toronto,Associate,"Aboriginal and foreign languages, literatures and linguistics",Interpreters,6,6 years,Yukon,41500,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1
152,Queen's University,Doctoral,"Area, ethnic, cultural, gender, and group studies",Database Analyst,6,6 years,New Brunswick,24500,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
153,University of Alberta,Master's,History,Telecommunication Manager,5,5 years,Alberta,77000,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
154,Vancouver Institute of Media Arts,Associate,"Area, ethnic, cultural, gender, and group studies",Construction Manager,8,8 years,Nunavut,23500,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1
155,Ryerson University,Doctoral,Computer and information Sciences and support services,Film and Video Camera Operator,1,1 years,Alberta,46500,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1
156,Dalhousie University,Master's,Transportation and materials moving,Restaurant and Food Service Manager,1,1 years,New Brunswick,40500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1
157,Brescia University College,Doctoral,Science technologies/technicians,Geoscientist,7,7 years,Nova Scotia,23500,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1
158,HEC Montryal,Doctoral,Public administration and social service professions,Railway Traffic Controller,10,10 years,Yukon,62500,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1
159,Native Education College,Associate,French language and literature/letters,Restaurant and Food Service Manager,6,6 years,Yukon,58000,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1
160,Simon Fraser University,Bachelor's,Social Sciences,Database Analyst,5,5 years,Newfoundland and Labrador,46000,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
161,McMaster University,Doctoral,Science technologies/technicians,Insurance Manager,5,5 years,Newfoundland and Labrador,60500,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1
162,Vancouver Island University,Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Business Development Officer,6,6 years,Northwest Territories,79500,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1
163,Brock University,Doctoral,Health professions and related programs,Purchasing Manager,8,8 years,Nova Scotia,21500,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
164,Cygep de la Gaspysie et des Îles,Associate,Personal and culinary services,Electrical Engineer,8,8 years,Quebec,72000,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
165,Vancouver Institute of Media Arts,Bachelor's,Military technologies and applied Sciences,Postal and Courier Services Manager,7,7 years,Nova Scotia,73000,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1
166,University of Toronto,Associate,Psychology,Construction Manager,1,1 years,Newfoundland and Labrador,74500,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1
167,Vancouver Institute of Media Arts,Bachelor's,Military technologies and applied Sciences,Human Resources Manager,4,4 years,Northwest Territories,60000,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
168,University of Waterloo,Master's,English language and literature/letters,Database Analyst,3,3 years,Yukon,28000,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1
169,University de Sherbrooke,Master's,Science technologies/technicians,Statistician,2,2 years,Nunavut,56000,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1
170,Carleton University,Associate,"Liberal arts and sciences, general studies and humanities",Medical Radiation Technologist,2,2 years,Saskatchewan,45000,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1
171,New Brunswick Bible Institute,Master's,Visual and performing arts,Real Estate Agent,9,9 years,British Columbia,75500,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
172,University of Alberta,Associate,Computer and information Sciences and support services,Publiching Manager,6,6 years,British Columbia,65500,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1
173,Dalhousie University,Doctoral,"Business, management, marketing and related support services",Economic Policy Researcher,10,10 years,Northwest Territories,32000,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1
174,Concordia University,Master's,Education,Restaurant and Food Service Manager,9,9 years,Yukon,41500,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1
175,Huron University College,Master's,Philosophy and religious studies,Economic Policy Researcher,5,5 years,Prince Edward Island,31000,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1
176,Victoria University,Doctoral,"Military Science, leadership and operational art",Financial Sales Representative,5,5 years,Newfoundland and Labrador,76500,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1
177,New Brunswick Bible Institute,Doctoral,Social Sciences,Senior Communication Manager,7,7 years,Newfoundland and Labrador,78500,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1
178,University of Alberta,Master's,"Business, management, marketing and related support services",Corporate Sales Manager,4,4 years,Nunavut,78000,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1
179,Carleton University,Master's,Library Science,Dietitian,8,8 years,Ontario,63500,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
180,Vancouver Island University,Associate,Psychology,Terminologist,8,8 years,Newfoundland and Labrador,71000,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
181,Brock University,Doctoral,Education,Senior Communication Manager,4,4 years,Nunavut,65000,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1
182,New Brunswick Bible Institute,Bachelor's,"Agriculture, agriculture operations and related Sciences",Mechanical Engineer,4,4 years,Nunavut,30500,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1
183,University of Windsor,Doctoral,Security and protective services,Mathematician,8,8 years,Prince Edward Island,63000,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1
184,Cygep de Saint-Hyacinthe,Master's,"Aboriginal and foreign languages, literatures and linguistics",Library and Public Archive Technician,6,6 years,Ontario,21500,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1
185,University of Waterloo,Associate,Legal professions and studies,Retail and Wholesale Trade Manager,7,7 years,Alberta,48500,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
186,Brescia University College,Associate,Multidisciplinary/interdisciplinary studies,Interactive Media Developer,5,5 years,Nunavut,55000,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
187,University of Alberta,Doctoral,History,Senior Service Manager,6,6 years,Alberta,23000,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
188,University of Guelph,Doctoral,Computer and information Sciences and support services,Community Manager,2,2 years,New Brunswick,41500,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
189,Huron University College,Bachelor's,Precision production,Financial Sales Representative,9,9 years,Northwest Territories,49500,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1
190,McMaster University,Bachelor's,Health professions and related programs,Postal and Courier Services Manager,2,2 years,Nunavut,29500,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1
191,New Brunswick Bible Institute,Associate,Communications technologies/technicians and support services,Health Care Manager,1,1 years,Nova Scotia,63000,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1
192,HEC Montryal,Master's,Military technologies and applied Sciences,Dietitian,2,2 years,Northwest Territories,58000,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1
193,University of Windsor,Associate,"Agriculture, agriculture operations and related Sciences",Psychologist,5,5 years,Prince Edward Island,23500,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1
194,Victoria University,Doctoral,Security and protective services,Marine Traffic Regulators,4,4 years,New Brunswick,80000,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1
195,Cygep de la Gaspysie et des Îles,Associate,Science technologies/technicians,Terminologist,1,1 years,Alberta,31000,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1
196,University du Quybec à Rimouski (UQAR),Doctoral,"Aboriginal and foreign languages, literatures and linguistics",Mathematician,7,7 years,Quebec,47000,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1
197,Simon Fraser University,Bachelor's,"Liberal arts and sciences, general studies and humanities",Insurance Manager,5,5 years,Ontario,71500,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1
198,Wilfrid Laurier University,Associate,Library Science,Human Resources Manager,10,10 years,Quebec,40000,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1
199,Victoria University,Master's,Biological and biomedical Sciences,Retail and Wholesale Trade Manager,5,5 years,Nunavut,22500,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1
200,Niagara College,Bachelor's,Precision production,Oceanographers,10,10 years,Ontario,21500,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1
201,University du Quybec à Rimouski (UQAR),Bachelor's,"Area, ethnic, cultural, gender, and group studies",Financial Sales Representative,5,5 years,Quebec,33500,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
202,New Brunswick Bible Institute,Bachelor's,Mechanic and repair technologies/technicians,Meteorologist,8,8 years,Nova Scotia,30000,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1
203,HEC Montryal,Master's,Social Sciences,Corporate Sales Manager,8,8 years,Quebec,70500,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
204,Niagara College,Associate,Personal and culinary services,Human Resources Manager,5,5 years,New Brunswick,40500,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1
205,Cygep de Saint-Laurent,Bachelor's,Theology and religious vocations,Manufacturing Manager,5,5 years,Nova Scotia,42500,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
206,Vancouver Institute of Media Arts,Associate,Theology and religious vocations,Marketing researcher,1,1 years,Saskatchewan,42000,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1
207,University of Western Ontario,Master's,Engineering technologies and engineering-related fields,Nutritionist,8,8 years,Saskatchewan,37000,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1
